,Club,Age,Height,National,Positions,TotAD,WonAD,LostAD,CrAss,CorAss,ThrbAss,FreAss,ThrInAss,OthAss,TotAss,BlkSh,BlkCr,BlkPs,YelC,RedC,TotClr,UnDrib,SucDrib,TotDrib,Fouled,Fouls,TotGs,SYBGs,PAGs,OOBGs,TotInt,TotKPs,LKPs,SKPs,COF,TotPs,AccLB,InAccLB,AccSP,InAccSP,UnTch,Dispo,TotSav,SYBSav,PASav,OOBSav,TotSh,OOBSh,SYBSh,PASh,TotTkl,DribPast,TotAttTkl,Player,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,League,CLB,Main_position,Foot,Contract,Market_Value
198,Parma Calcio 1913,22 years old (02-09-2002),"1,79m",Sweden,Attacking Midfielder (Left),0.6,0.1,0.5,-,-,-,-,-,-,-,-,-,0.1,-,-,0.1,0.1,0.4,0.5,0.6,-,0.4,0.4,-,,0.6,0.3,-,0.3,-,8.5,0.3,0.3,6.9,1.1,0.6,0.3,-,-,-,-,1,0.4,-,0.6,0.8,0.3,1,Jacob Ondrejka,1(7),219,3,-,-,-,1,83.8,0.1,2,6.71,SerieA,Parma Calcio 1913,Left Winger,right,"Jun 30, 2029",€7.00m
199,Empoli,22 years old (16-03-2003),"1,78m",Italy,Attacking Midfielder (Centre),1.4,0.7,0.8,-,-,-,-,-,-,-,0.1,0.1,0.4,0.1,0.1,1.3,1.1,1,2.1,1.4,1.2,0.1,0.1,-,,0.4,0.4,-,0.4,0.1,16,0.3,0.4,12.4,2.9,1.9,1.8,-,-,-,-,1,0.3,0.1,0.6,1.6,0.5,2.1,Jacopo Fazzini,12(4),1039,2,-,2,1,1,79.7,0.7,1,6.44,SerieA,FC Empoli,Central Midfield,right,"Jun 30, 2027",€8.00m
200,Empoli,20 years old (17-02-2005),"1,89m",Italy,Goalkeeper,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,16,4,6,5,1,-,-,3,-,1,2,-,-,-,-,-,-,-,Jacopo Seghetti,1,90,-,-,-,-,-,56.3,-,-,5.82,SerieA,FC Empoli,Goalkeeper,right,-,€1.00m
201,Udinese,26 years old (05-02-1999),"1,90m",Slovenia,"Defender (Centre), Midfielder (Centre), Forward",5.1,3.4,1.7,-,-,-,-,-,-,-,0.6,-,0.6,0.3,-,5.5,-,0.1,0.1,0.3,1.5,-,-,-,,1.2,0.4,0.1,0.3,0.1,51.3,4.2,4.3,38.8,4,0.5,-,-,-,-,-,0.6,0.1,0.2,0.4,1.3,0.5,1.8,Jaka Bijol,31,2790,1,-,10,-,0.6,84,3.4,3,6.74,SerieA,Udinese Calcio,Centre-Back,right,"Jun 30, 2027",€18.00m
202,Venezia,24 years old (02-06-2000),"1,90m",Netherlands,"Defender (Centre), Defensive Midfielder (C)",4.1,1.7,2.4,-,-,-,-,-,-,-,0.8,0.1,0.6,0.1,-,4.4,0.2,-,0.2,0.3,1.4,-,-,-,,0.9,0.2,-,0.2,0.1,44.9,1.4,2.8,37.6,3.2,0.8,0.2,-,-,-,-,0.4,0.1,0.1,0.3,1.4,0.5,1.8,Jay Idzes,32,2858,1,-,4,-,0.4,86.8,1.7,-,6.58,SerieA,Venezia FC,Centre-Back,right,"Jun 30, 2027",€5.00m
203,Como,29 years old (08-06-1995),"1,89m",France,Goalkeeper,0.4,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,0.1,0.1,-,-,-,,-,0.1,0.1,-,-,35.7,6.4,8.6,20.4,0.3,0.1,-,2.6,0.2,1.3,1.1,-,-,-,-,-,0.1,0.1,Jean Butez,16,1440,-,-,-,-,-,75.1,0.4,-,6.7,SerieA,Como 1907,Goalkeeper,right,"Jun 30, 2028",€3.00m
204,Genoa,25 years old (08-01-2000),"1,89m",Cameroon,Defensive Midfielder (C),1.7,0.7,1,-,-,-,-,-,-,-,-,0.1,0.4,-,-,1,0.3,0.1,0.4,0.1,0.9,-,-,-,,0.3,0.3,-,0.3,-,12,0.4,0.9,9.4,1.3,0.7,0.7,-,-,-,-,0.1,0.1,-,-,1.3,0.4,1.7,Jean Onana,1(6),185,-,-,-,-,0.1,82.1,0.7,-,6.22,SerieA,Genoa CFC,Defensive Midfield,right,"Jun 30, 2025",€3.00m
205,Monza,32 years old (11-10-1992),"1,80m",Ivory Coast,"Defender (Right), Midfielder (Centre, Left, Right)",2.1,0.8,1.3,-,-,-,-,-,-,-,0.4,0.1,1.3,0.3,-,0.9,2,0.7,2.7,1,1.9,-,-,-,,0.9,0.2,-,0.2,-,20.4,0.5,0.7,15.6,3.6,1.6,0.2,-,-,-,-,-,-,-,-,1.7,0.8,2.5,Jean Daniel Akpa Akpro,8(2),612,-,-,3,-,-,78.9,0.8,-,6.3,SerieA,AC Monza,Central Midfield,right,"Jun 30, 2025",€500k
206,Genoa,18 years old (11-11-2006),"1,88m",Italy,Forward,2.2,0.7,1.5,-,-,-,-,-,-,-,-,-,0.4,-,-,0.2,0.4,0.2,0.6,0.5,0.6,-,-,-,,0.1,0.5,-,0.5,0.1,6.6,0.1,-,4.6,1.9,1.5,0.4,-,-,-,-,0.5,0.1,-,0.4,0.3,0.2,0.5,Jeff Ekhator,6(16),728,1,1,1,-,0.5,71.2,0.7,-,6.2,SerieA,Genoa CFC,Centre-Forward,right,"Jun 30, 2029",€5.00m
207,Bologna,26 years old (31-03-1999),"1,88m",Denmark,"Attacking Midfielder (Centre, Right), Forward",3.8,1.6,2.2,-,-,-,-,-,-,-,0.1,-,0.6,-,-,0.4,1.3,0.5,1.8,1.6,1.5,0.2,0.1,0.1,,0.3,0.6,-,0.6,0.1,16.4,0.4,0.6,12.5,3,1.9,1.1,-,-,-,-,1.8,0.9,0.1,0.8,0.7,0.5,1.3,Jens Odgaard,23(5),1887,6,1,1,-,1.8,78.3,1.6,1,6.72,SerieA,Bologna FC 1909,Attacking Midfield,left,"Jun 30, 2027",€12.00m
208,Lecce,26 years old (25-07-1998),"1,79m",Sweden,"Attacking Midfielder (Left, Right), Forward",0.6,0.1,0.5,-,-,-,-,-,-,-,-,0.1,0.1,0.2,-,0.2,0.3,0.4,0.6,-,0.3,0.1,0.1,-,,-,0.5,0.1,0.4,-,9.9,0.1,0.3,7.7,1.8,0.6,0.5,-,-,-,-,0.9,0.5,0.1,0.3,0.3,0.5,0.7,Jesper Karlsson,4(7),393,1,-,2,-,0.9,78.9,0.1,-,6.18,SerieA,US Lecce,Left Winger,right,"Jun 30, 2025",€4.50m
209,Udinese,29 years old (21-06-1995),"1,85m",Sweden,Attacking Midfielder (Centre),1.7,0.9,0.8,-,-,-,-,-,0.1,0.1,0.3,0.2,0.5,0.2,-,2.1,0.3,0.2,0.5,0.7,1,-,-,-,,1,0.5,-,0.5,-,42.5,2.2,2.8,33.4,4.2,0.9,0.4,-,-,-,-,0.3,0.1,-,0.2,1.7,0.8,2.4,Jesper Karlstrom,32(1),2829,-,2,8,-,0.3,83.7,0.9,-,6.52,SerieA,Udinese Calcio,Defensive Midfield,right,"Jun 30, 2026",€3.50m
210,Venezia,32 years old (21-03-1993),"1,97m",Finland,Goalkeeper,0.4,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4,-,-,-,-,0.1,-,-,-,,-,-,-,-,-,31.9,3.6,9.4,18.5,0.4,-,-,3.4,-,1.8,1.6,-,-,-,-,-,-,-,Jesse Joronen,7(1),702,-,-,-,-,-,69.4,0.4,1,6.51,SerieA,Venezia FC,Goalkeeper,right,"Jun 30, 2025",€600k
211,Bologna,26 years old (26-06-1998),"1,87m",Colombia,Defender (Centre),2.8,1.4,1.4,-,-,-,-,-,-,-,0.5,0.2,0.6,0.2,-,2.8,0.1,0.3,0.5,0.4,0.7,-,-,-,,0.9,0.3,-,0.3,-,64.2,3.5,2.7,55.1,2.9,0.4,0.1,-,-,-,-,0.4,-,0.1,0.3,1.5,0.4,1.9,Jhon Lucumi,26(2),2286,-,1,6,1,0.4,91.3,1.4,-,6.61,SerieA,Bologna FC 1909,Centre-Back,left,"Jun 30, 2026",€18.00m
212,Inter,30 years old (13-08-1994),"1,88m",Argentina,"Attacking Midfielder (Centre, Left), Forward",1.3,0.3,0.9,-,-,0.1,-,-,0.1,0.1,-,-,0.1,0.2,-,0.2,0.1,0.1,0.2,0.7,0.4,0.1,0.1,-,,-,0.5,-,0.5,0.1,13.9,0.3,-,11.8,1.8,0.5,0.2,-,-,-,-,0.5,0.1,0.1,0.3,0.5,0.5,1,Joaquin Correa,3(12),419,1,2,3,-,0.5,87,0.3,1,6.33,SerieA,Inter Milan,Second Striker,right,"Jun 30, 2025",€3.00m
213,Genoa,26 years old (22-10-1998),"1,85m",Mexico,"Defender (Centre, Left)",4.7,2.6,2.1,-,-,-,-,-,-,-,0.8,0.2,0.8,0.2,-,4.2,0.1,0.2,0.2,0.8,0.9,0.1,0.1,-,,1.3,0.2,0.1,0.2,-,49.5,2.5,3.7,39.8,3.6,0.7,0.2,-,-,-,-,1,0.2,-,0.8,1.5,0.5,2,Johan Vasquez,31(2),2827,2,-,8,-,1,85.3,2.6,2,6.82,SerieA,Genoa CFC,Centre-Back,left,"Jun 30, 2027",€12.00m
214,Venezia,24 years old (23-06-2000),"1,70m",Ecuador,"Attacking Midfielder (Right), Forward",0.4,0.2,0.3,-,-,-,-,-,-,-,-,-,0.1,0.2,-,0.1,1,0.7,1.7,0.6,0.4,-,-,-,,0.1,0.6,0.1,0.5,0.1,8.3,0.1,0.1,6.2,1.8,1.3,0.8,-,-,-,-,0.8,0.3,0.1,0.4,0.1,0.3,0.4,John Yeboah,7(22),906,1,1,6,-,0.8,76.8,0.2,-,6.21,SerieA,Venezia FC,Attacking Midfield,left,"Jun 30, 2028",€2.50m
215,Juventus,21 years old (07-01-2004),"1,83m",Sweden,Defender,0.8,-,0.8,-,-,-,-,-,-,-,-,0.2,0.4,-,-,0.2,0.6,0.4,1,0.4,0.8,-,-,-,,0.6,-,-,-,-,27.4,0.4,1.8,21.2,4,1,1,-,-,-,-,-,-,-,-,0.8,0.2,1,Jonas Rouhi,1(4),208,-,-,-,-,-,78.8,-,-,6.21,SerieA,Juventus FC,Left-Back,left,"Jun 30, 2028",€2.00m
216,Como,26 years old (02-05-1998),"1,75m",France,"Attacking Midfielder (Centre, Left, Right), Forward",0.3,0.2,0.1,-,-,-,-,-,-,-,0.1,-,0.3,0.1,-,0.1,1.5,0.7,2.2,0.5,0.1,0.2,0.2,-,,-,0.2,-,0.2,0.2,11.6,0.4,0.1,8.8,2.3,0.6,1.1,-,-,-,-,1.3,0.1,-,1.2,1.2,0.4,1.6,Jonathan Ikone,4(6),416,2,-,1,-,1.3,79.3,0.2,-,6.51,SerieA,Como 1907,Right Winger,left,"Jun 30, 2025",€8.00m
217,Udinese,25 years old (14-11-1999),"1,73m",Zimbabwe,"Defender (Left), Midfielder (Left)",1,0.3,0.7,0.1,-,-,-,-,-,0.1,0.1,0.3,0.6,0.1,-,1.4,1.1,1,2.1,0.3,1,-,-,-,,0.7,0.4,0.1,0.3,0.1,20.7,0.9,1.1,15.4,3.3,1,0.7,-,-,-,-,0.6,0.4,0.1,0.1,1.2,0.5,1.7,Jordan Zemura,12(9),1261,1,2,2,-,0.6,78.6,0.3,1,6.52,SerieA,Udinese Calcio,Left-Back,left,"Jun 30, 2027",€5.00m
218,Inter,26 years old (27-05-1998),"1,91m",Spain,Goalkeeper,0.3,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-,0.3,-,-,-,0.3,-,-,-,-,,-,0.3,0.3,-,-,40,6.3,7.3,26,0.3,-,-,2.3,0.3,1.7,0.3,-,-,-,-,-,-,-,Josep Martinez,3,270,-,-,-,-,-,80.8,0.3,-,6.75,SerieA,Inter Milan,Goalkeeper,right,"Jun 30, 2029",€12.00m
219,AC Milan,25 years old (10-11-1999),"1,81m",Portugal,"Attacking Midfielder (Centre, Left), Forward",0.8,0.4,0.5,-,-,-,-,-,-,-,-,-,0.1,0.1,-,0.7,1.5,1.1,2.5,1.6,0.8,-,-,-,,-,0.5,-,0.5,0.2,16.9,0.7,0.6,13,2.5,1,0.5,-,-,-,-,1.7,0.7,-,1,0.4,0.6,1,Joao Felix,5(6),506,-,-,1,-,1.7,81.2,0.4,-,6.44,SerieA,AC Milan,Second Striker,right,"Jun 30, 2025",€25.00m
220,Venezia,22 years old (14-08-2002),"1,88m",Belgium,"Defender (Centre, Right)",1,0.3,0.7,-,-,-,-,-,-,-,0.5,-,0.7,0.2,-,1.4,0.3,0.4,0.8,0.1,0.4,-,-,-,,0.9,0.2,-,0.2,-,25.5,0.5,0.8,21.5,2.8,1.2,0.3,-,-,-,-,-,-,-,-,1.7,0.5,2.2,Joel Schingtienne,8(4),781,-,-,2,-,-,86.3,0.3,-,6.2,SerieA,Venezia FC,Centre-Back,right,"Jun 30, 2029",€3.00m
221,Juventus,24 years old (08-01-2001),"1,86m",Colombia,Defender (Left),1.7,1.1,0.6,-,-,-,-,-,-,-,-,-,0.3,0.1,-,2,0.4,0.6,1,1.4,1,-,-,-,,0.3,0.1,-,0.1,0.1,45.1,1.4,1.3,38.3,4.1,0.9,0.6,-,-,-,-,0.7,0.4,-,0.3,1.4,0.6,2,Juan Cabal,6(1),462,-,-,1,-,0.7,88,1.1,-,6.57,SerieA,Juventus FC,Left-Back,left,"Jun 30, 2029",€9.00m
222,Atalanta,36 years old (26-05-1988),"1,76m",Colombia,"Defender (Right), Midfielder (Centre, Left, Right), Forward",0.8,0.6,0.2,0.1,-,-,-,-,-,0.1,0.1,0.1,0.6,0.1,-,0.3,1.1,0.8,1.9,1.2,0.4,-,-,-,,0.3,0.8,0.1,0.7,-,21.9,1.3,0.6,17.3,2.7,0.6,0.4,-,-,-,-,0.8,0.2,-,0.5,0.9,0.6,1.5,Juan Cuadrado,7(14),795,-,2,2,-,0.8,85,0.6,-,6.64,SerieA,Atalanta BC,Right Midfield,right,"Jun 30, 2025",€1.00m
223,Napoli,33 years old (10-06-1991),"1,85m",Brazil,"Defender (Centre, Left)",2.8,1.7,1.1,-,-,0.1,-,-,-,0.1,0.2,0.2,0.8,0.1,-,2.6,-,-,-,0.3,0.9,-,-,-,,0.6,0.1,0.1,-,-,56.5,3.6,2.9,47.1,2.9,0.3,0.1,-,-,-,-,0.2,-,0.1,0.1,1.7,0.5,2.2,Juan Jesus,12(3),1075,-,1,2,-,0.2,89.7,1.7,-,6.62,SerieA,SSC Napoli,Centre-Back,left,"Jun 30, 2025",€1.50m
224,Bologna,25 years old (19-01-2000),"1,85m",Spain,Defender (Left),2.2,1.1,1.1,0.2,-,-,-,-,-,0.2,0.1,0.2,0.6,0.1,-,1.4,0.4,0.2,0.6,1,0.8,-,-,-,,0.7,1.8,0.6,1.2,-,45.9,3,4.1,34.5,4.3,0.7,0.3,-,-,-,-,0.7,0.5,-,0.2,1.1,0.6,1.7,Juan Miranda,23(6),2122,-,6,4,-,0.7,81.6,1.1,1,6.88,SerieA,Bologna FC 1909,Left-Back,left,"Jun 30, 2027",€11.00m
225,Verona,20 years old (11-10-2004),"1,85m",Ivory Coast,Forward,0.5,-,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.5,0.5,-,-,-,,-,-,-,-,-,2,-,-,2,-,0.5,-,-,-,-,-,-,-,-,-,-,-,-,Junior Ajayi,0(2),11,-,-,-,-,-,100,-,-,6.01,SerieA,Hellas Verona,Centre-Forward,right,-,€300k
226,Genoa,33 years old (13-05-1991),"1,74m",Brazil,"Midfielder (Centre, Right), Forward",2.4,0.9,1.6,-,-,-,-,-,0.1,0.1,0.1,-,0.1,0.1,-,0.9,1.8,0.6,2.4,1,0.5,0.1,0.1,-,,0.4,0.4,-,0.4,-,11.4,0.5,0.5,7.5,2.9,1.7,0.3,-,-,-,-,1.1,0.5,-,0.6,0.7,0.4,1.1,Junior Messias,5(9),636,1,1,1,-,1.1,70.4,0.9,-,6.41,SerieA,Genoa CFC,Right Winger,left,"Jun 30, 2025",€2.00m
227,Empoli,28 years old (07-09-1996),"1,85m",France,"Defender (Right), Midfielder (Centre, Left, Right)",0.8,0.4,0.4,-,-,-,-,-,-,-,-,0.1,0.1,-,-,0.2,0.5,0.3,0.8,0.2,0.2,-,-,-,,0.1,0.3,0.1,0.1,-,6.5,0.3,0.4,4.4,1.4,0.5,0.4,-,-,-,-,0.5,0.3,-,0.2,0.9,-,0.9,Junior Sambia,2(12),311,-,-,-,-,0.5,71.4,0.4,-,6.19,SerieA,FC Empoli,Right-Back,right,"Jun 30, 2025",€1.40m
228,Udinese,25 years old (05-04-2000),"1,88m",Netherlands,"Midfielder (Centre, Left)",0.9,0.5,0.5,-,-,-,-,-,-,0.1,0.1,0.2,0.7,0.1,-,0.5,0.6,0.3,0.8,0.5,0.9,0.1,-,-,,0.4,0.5,-,0.5,0.1,20.1,0.5,0.4,15.9,3.3,0.7,0.2,-,-,-,-,0.7,0.3,0.1,0.3,1.2,0.5,1.7,Jurgen Ekkelenkamp,18(12),1697,3,2,2,-,0.7,81.4,0.5,1,6.48,SerieA,Udinese Calcio,Central Midfield,right,"Jun 30, 2029",€7.50m
229,Monza,20 years old (07-09-2004),"1,83m",Poland,"Attacking Midfielder (Centre, Left)",2.4,0.8,1.6,-,-,-,-,-,-,-,0.3,0.1,0.6,0.1,-,1,0.6,0.4,1,0.5,1,-,-,-,,0.3,0.5,-,0.5,-,30.5,1.8,0.3,25,3.5,0.8,1.3,-,-,-,-,0.6,0.4,-,0.3,0.6,0.4,1,Kacper Urbanski,6(2),502,-,-,1,-,0.6,87.7,0.8,-,6.16,SerieA,AC Monza,Central Midfield,right,"Jun 30, 2025",€7.00m
230,Torino,30 years old (02-02-1995),"1,75m",Poland,"Midfielder (Centre, Left, Right)",0.9,0.3,0.5,-,-,-,-,-,-,-,0.2,-,0.3,0.2,-,1.1,0.5,0.3,0.8,0.5,1.4,-,-,-,,0.4,0.4,-,0.3,-,20.6,1.2,0.6,16.4,2.4,0.6,0.3,-,-,-,-,0.6,0.4,-,0.2,1.4,0.8,2.2,Karol Linetty,18(9),1525,1,-,6,-,0.6,85.4,0.3,-,6.37,SerieA,Torino FC,Central Midfield,right,"Jun 30, 2025",€2.50m
231,Udinese,27 years old (13-02-1998),"1,89m",England,Forward,2.8,1.5,1.3,-,-,-,-,-,0.1,0.1,0.1,-,0.1,0.1,-,0.2,0.8,0.7,1.5,0.6,1,0.1,0.1,-,,0.1,0.8,-,0.8,0.2,11.4,0.3,0.1,8.4,2.6,1.6,0.9,-,-,-,-,1.1,0.2,0.2,0.7,0.4,0.1,0.5,Keinan Davis,7(12),814,2,1,2,-,1.1,76.9,1.5,1,6.47,SerieA,Udinese Calcio,Centre-Forward,left,"Jun 30, 2027",€4.00m
232,Monza,30 years old (08-03-1995),"1,78m",Senegal,"Attacking Midfielder (Left, Right), Forward",1.8,0.4,1.4,-,-,-,-,-,-,-,-,-,0.4,0.1,-,-,1.1,0.5,1.6,2.4,0.9,0.1,-,0.1,,0.1,0.3,-,0.3,0.1,17.1,0.5,0.1,15,1.5,1.9,1.4,-,-,-,-,1.3,0.4,-,0.9,0.1,0.1,0.3,Keita Balde,6(2),465,1,-,1,-,1.3,90.5,0.4,-,6.24,SerieA,AC Monza,Left Winger,both,"Jun 30, 2025",€1.00m
233,Juventus,19 years old (04-05-2005),"1,87m",Turkey,"Attacking Midfielder (Centre, Left, Right), Forward",1,0.2,0.8,-,-,-,-,-,-,0.1,-,0.1,0.7,0.1,-,0.2,1.3,1.7,3,1.4,0.7,0.2,0.1,-,,0.2,1.5,0.2,1.3,0.1,27,0.8,0.5,22.5,3.3,2.5,1.2,-,-,-,-,1.7,0.4,0.1,1.2,1.5,0.4,1.9,Kenan Yildiz,26(7),2233,6,2,2,1,1.7,86.1,0.2,3,6.92,SerieA,Juventus FC,Left Winger,both,"Jun 30, 2029",€45.00m
234,Monza,20 years old (31-01-2005),"1,80m",Italy,Forward,0.3,0.2,0.1,0.1,-,-,-,-,-,0.1,-,0.2,0.1,0.1,-,0.2,0.2,0.4,0.7,0.4,0.3,-,-,-,,0.1,0.2,-,0.2,-,5,0.1,0.1,3.6,1.2,0.9,0.1,-,-,-,-,-,-,-,-,0.6,0.3,0.9,Kevin Martins,1(8),178,-,1,1,-,-,73.3,0.2,-,6.2,SerieA,AC Monza,Right Winger,right,"Jun 30, 2027",€1.50m
235,Monza,20 years old (11-01-2005),"1,87m",Italy,Midfielder,1,0.7,0.3,-,-,-,-,-,-,-,0.2,0.2,0.8,-,-,1,0.2,-,0.2,0.2,0.5,-,-,-,,0.3,0.2,-,0.2,0.2,13.3,0.2,0.2,9.8,3.2,1.2,0.5,-,-,-,-,0.8,0.2,-,0.7,0.8,0.2,1,Kevin Zeroli,3(3),315,-,-,-,-,0.8,75,0.7,-,6.14,SerieA,AC Monza,Central Midfield,right,"Jun 30, 2025",€3.50m
236,Juventus,24 years old (26-03-2001),"1,92m",France,"Defensive Midfielder (C), Midfielder (Left)",1.6,0.8,0.8,-,-,0.1,-,-,0.1,0.2,0.3,0.1,0.7,0.1,-,1,0.8,1.1,1.9,0.6,0.9,0.1,0.1,-,,0.3,0.8,0.1,0.7,-,39.2,1.2,0.7,34.1,3.3,0.8,0.6,-,-,-,-,1,0.6,0.1,0.4,1.2,0.4,1.6,Khephren Thuram,23(9),2058,3,5,4,-,1,89.8,0.8,3,6.82,SerieA,Juventus FC,Central Midfield,right,"Jun 30, 2029",€40.00m
237,Lecce,27 years old (27-09-1997),"1,93m",,Defender (Centre),5.7,4,1.8,-,-,-,-,-,0.1,0.1,1.3,0.1,0.8,0.2,-,4.8,0.1,0.4,0.5,0.9,0.5,-,-,-,,1.3,0.3,0.1,0.2,-,39.9,2.7,2.7,31.7,2.9,0.7,0.1,-,-,-,-,0.7,0.1,0.1,0.5,1.6,0.2,1.8,Kialonda Gaspar,20,1798,-,1,3,-,0.7,86.2,4,2,6.86,SerieA,US Lecce,Centre-Back,right,"Jun 30, 2027",€2.50m
238,Venezia,28 years old (14-02-1997),"1,84m",Spain,Midfielder (Centre),2,1,1,-,-,-,-,-,-,-,0.1,0.3,0.8,0.3,-,0.7,1,0.9,1.9,1.1,1.8,-,-,-,,0.7,1.3,0.6,0.7,0.1,36.6,2.9,2.2,25.2,6.3,1.8,1.4,-,-,-,-,1,0.6,0.1,0.3,2.7,1.8,4.4,Kike Perez,10(2),888,-,-,4,-,1,76.8,1,1,6.72,SerieA,Venezia FC,Central Midfield,left,"Jun 30, 2027",€2.80m
239,Udinese,29 years old (25-05-1995),"1,89m",Netherlands,"Defender (Right), Midfielder (Right)",1.8,0.9,1,-,-,-,-,-,-,-,0.4,0.3,0.8,0.2,-,1.7,0.6,0.4,0.9,1,1.1,-,-,-,,0.7,0.6,0.1,0.5,0.2,21,0.7,1,15.8,3.5,0.8,0.6,-,-,-,-,0.5,0.1,-,0.3,1.7,0.5,2.1,Kingsley Ehizibue,28(3),2334,-,1,5,-,0.5,78.8,0.9,-,6.5,SerieA,Udinese Calcio,Right-Back,right,"Jun 30, 2026",€3.00m
240,Cagliari,22 years old (05-01-2003),"1,80m",Zambia,Forward,1.2,0.4,0.8,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4,0.2,0.6,0.2,0.8,-,-,-,,-,-,-,-,-,4.6,-,-,3.4,1.2,0.4,-,-,-,-,-,0.8,0.4,-,0.4,-,-,-,Kingstone Mutandwa,0(5),89,-,-,-,-,0.8,73.9,0.4,-,6.0,SerieA,Cagliari Calcio,Centre-Forward,right,"Jun 30, 2028",€1.00m
241,Lecce,24 years old (27-10-2000),"1,74m",,"Midfielder (Left, Right), Forward",0.3,0.1,0.1,-,-,-,-,-,-,-,-,-,0.3,-,-,-,1,0.6,1.6,0.6,0.3,-,-,-,,0.1,0.6,0.1,0.5,-,4.4,0.1,-,3.5,0.8,0.9,0.6,-,-,-,-,1,0.5,-,0.5,0.3,0.1,0.4,Konan N'Dri,0(8),193,-,-,-,-,1,82.9,0.1,-,6.28,SerieA,US Lecce,Right Winger,left,"Jun 30, 2027",€1.50m
242,Genoa,22 years old (12-06-2002),"1,91m",Belgium,"Defender (Centre, Right)",4.7,3.3,1.5,-,-,-,-,-,-,-,0.3,0.3,0.2,0.3,-,4.5,0.4,0.2,0.6,0.6,1.6,0.1,0.1,-,,1,0.1,-,0.1,-,50.5,1.5,2,42.3,4.6,0.6,0.4,-,-,-,-,0.5,-,-,0.5,1.4,0.3,1.7,Koni De Winter,21(1),1898,3,-,6,-,0.5,86.9,3.3,1,6.74,SerieA,Genoa CFC,Centre-Back,right,"Jun 30, 2028",€18.00m
243,Inter,23 years old (09-03-2002),"1,75m",Albania,Defensive Midfielder (C),0.4,0.2,0.2,0.1,0.1,-,-,-,0.1,0.1,0.1,0.2,0.3,0.2,-,0.5,0.3,-,0.3,0.7,0.4,-,-,-,,0.4,0.7,0.3,0.4,-,37.1,2.2,1.1,32.2,1.6,0.3,0.1,-,-,-,-,0.6,0.4,0.1,0.2,0.5,0.6,1.2,Kristjan Asllani,7(12),714,-,2,4,-,0.6,92.6,0.2,1,6.42,SerieA,Inter Milan,Defensive Midfield,right,"Jun 30, 2028",€15.00m
244,AC Milan,34 years old (28-05-1990),"1,83m",England,"Defender (Centre, Right), Midfielder (Right)",1.1,0.7,0.4,-,-,-,-,-,-,-,0.6,0.1,0.4,0.1,-,1.4,0.2,0.6,0.8,0.4,0.7,-,-,-,,0.9,0.7,0.1,0.6,-,38.7,1.6,1.4,33.3,2.3,0.7,0.4,-,-,-,-,0.2,0.2,-,-,1.8,0.3,2.1,Kyle Walker,7(2),623,-,-,1,-,0.2,90.2,0.7,-,6.56,SerieA,AC Milan,Right-Back,right,"Jun 30, 2025",€6.00m
245,Lecce,24 years old (29-01-2001),"1,69m",Zambia,Attacking Midfielder (Left),1.1,0.1,0.9,0.1,-,-,-,-,-,0.1,-,0.1,0.4,0.1,-,0.3,1.3,0.6,1.9,1.3,0.6,-,-,-,,0.1,0.7,0.1,0.6,0.1,8.9,0.1,0.1,7.4,1.3,1.1,0.6,-,-,-,-,1.1,0.5,0.1,0.5,0.6,0.6,1.1,Lameck Banda,6(8),574,-,1,1,-,1.1,84,0.1,-,6.24,SerieA,US Lecce,Left Winger,right,"Jun 30, 2026",€6.00m
246,Lecce,29 years old (10-04-1996),"1,83m",Mali,"Midfielder (Centre, Left)",1.9,0.9,1,-,-,-,-,-,-,-,0.3,0.2,0.8,0.1,-,1,0.5,0.4,0.9,1.1,0.9,-,-,-,,0.5,0.3,0.1,0.2,-,24.6,1.5,1.2,19,3,0.9,0.4,-,-,-,-,0.1,0.1,-,-,1.3,1,2.3,Lassana Coulibaly,26(8),2317,-,-,3,-,0.1,83.2,0.9,-,6.37,SerieA,US Lecce,Central Midfield,right,"Jun 30, 2027",€2.50m
247,Udinese,31 years old (13-11-1993),"1,85m",Argentina,Defender (Centre),3.3,2.2,1.1,-,-,-,-,-,-,-,0.8,0.3,0.7,0.3,-,3.2,0.2,-,0.2,-,0.5,0.1,-,-,,1.2,0.2,-,0.2,-,28.8,1.2,2.2,22.5,3,0.2,-,-,-,-,-,0.2,0.1,0.1,-,1.7,0.5,2.2,Lautaro Giannetti,11(2),855,1,-,4,-,0.2,82.1,2.2,1,6.55,SerieA,Udinese Calcio,Centre-Back,right,"Jun 30, 2026",€2.50m
